comment,author,num_likes,rate
진짜 미안하지만 애새끼 악쓰며울때 처음으로 사람아가리를 찢어버리고 싶다고 생각했었다,해병,10,1.6298691034317017
이게 왜 안나오나했다,박상훈,5,2.1180403232574463
내가 잘못했다 찾아갈게 반대 좀 그만 눌러,김스카이,776,2.3498477935791016
형 같이 초밥먹자,준호우김,5,6.937018394470215
호구와트 박제가 요즘 안보이네...,최고의관종,6,7.6723480224609375
영화보고 막혔던 눈과 귀가 이 리뷰를 보고 번쩍!!,부루퍼,3,5.803180694580078
클레멘타인을 보고 손가락이 6개가 됐습니다,Min,99,1.8383091688156128
아ㅋㅋㅋㅋㅋㅋ미친ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ오늘 입안수술했는데ㅋㅋㅋㅋㅋㅋㅋㅋㅋ웃으면 안되는데ㅋㅋㅋㅋㅋㅋㅋㅋ웃어서 피 터졌엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,연필향,70,3.0972740650177
이 미친자야 ㅠㅠ 너무 좋아 ㅠㅠㅠ,김샘플,305,9.77565860748291
안녕하세요 하늘이형 제가 추천한 띵작 보셨네요 이제 리얼 영웅: 샐러맨더의 비밀 무서운 집 긴급조치 19호 맨데이트 7광구 조선미녀삼총사 천사몽 주글래살래 성냥팔이소녀의 재림  이 남았네요 부탁드리겠읍니다^^7,춤추는작은새,278,1.2962476015090942
아잌ㅋㅋ 잼있당ㅋㅋㅋㅋ,Wako Dorkas,5,7.9926276206970215
성냥팔이소녀의재림도 해주세요(플레티넘 시절부터 구독누름),김인태,92,0.39461395144462585
무슨 약을 어떻게 하면 이런 영상이.....,ᅵAliceᅵ,17,6.251331806182861
지금까지는 헛소리가 아니었어?,Republic of Korea,6,7.5378336906433105
양놈들이 그렇죠 뭐~뭐든간에 발견했다하면 지네 나라로 가져가 모셔두는 도둑놈 새끼들이니까요~ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아ㅋㅋㅋㅋㅋㅋ욕겁나찰져ㅋㅋㅋㅋㅋ좋아요를 안누를 수가 없다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,엘리사 구독해주세요,32,9.873828887939453
