comment,author,num_likes,rate
교훈: 업소에서 몸파는 일 하는 사람에게 진지하게 다가가지 마라. 애 있는 사람에게 진지하게 다가가지 마라.,링컨아브라함,37,7.145619869232178
빠순이는영원한거다 절대습성습관안바뀜 좇들러들명심하길.혹여술집언니들과엔종이로시작해서사랑으로변하지말것. 사랑으로변할시피해자는절대영원좇들러다 내말  꼭  명심하길~~~,불타는휘발유,4,3.6705565452575684
남주가 너무 잘생겨서 현실성이 떨어짐ㅠ,츄츄,654,6.045788288116455
술집여자랑 사귀지말라는 댓글들이 많은데 영화 내용자체는 거기에 중점을 둔건 아닌거 같아요. 다들 그 이야기만 하는거같아서 아쉽네요,하윤,10,4.1757917404174805
오만이라는 제목에 딱 맞네 ㄹㅇ...,하윤,16,6.014047622680664
남주존잘인데 저런 남자가 집착하면 개섹시할듯..ㅋㅋ실제론 술집여자에게 저렇게 헌신적인 남잔없겠지??,coconut pick3,19,7.751817226409912
영화의 내용과 썸네일의 진상은 꺼져줄래는 무슨 연관이 있나요? 낚시성 썸네일 멘트인가요?,필대니,21,2.3689959049224854
"제목이참잘어울리네 , 오만 ..",김지수,6,5.471630573272705
돈 가져다줘야 내 남자. = ATM 못 가져다주면 딴 남자. = 헤어져    결국 걸레는 빨아도 걸레.  그런데도 행주로 만들겠다고?  로또 2등 당첨이 더 쉽겠네.,TAE-HEON KIM,6,4.3022541999816895
"영화보다 이런 유튜버분들이 해석해주는 영상이 더 좋네요 남자주인공이 감독,각본 다했다니 벌써 2편째 감독 뭔가 멋지네요 일본 영화삘나고 좋았습니다.",브라이트아이,4,8.747410774230957
"가정폭력을 휘두르는 아버지 밑에서 자란 아들들은 대부분 똑같이 가정폭력 휘두른다던데.., 자식을 보기전에 부모부터 봐야한다는 말이 틀린말은 아닌듯",동동봉그리,35,9.021904945373535
업소녀들이 다 잘못된건 아닐테지만.. 힘들어지면..조금이라도 힘들다싶으면 다시 웃음 몸파는게 업소녀다..  미용업 하면서 술집알바하는  동료들 10이면10  결국 술집으로 직장을 옮기는 걸 직관해봐서 안다..,김동동,4,4.542557239532471
제목이 &#39;오만&#39; 이라는데 진짜 공감된다.. 어렸을때 부모님의 단점으로부터 &#39;나는 절대! 안 그래야지.!&#39; &#39;나는 절대 안 저럴거야&#39; 하는 생각 자체가 오만이라는거지..;,하루에 치킨2마리 먹음,91,8.743033409118652
